mp_election_index,mp_name,nature_membership,term_start_date,term_end_date,term,pc_name,state,mp_political_party,mp_gender,educational_qualification,educational_qualification_details,mp_age,debates,private_member_bills,questions,attendance,mp_note,national_average_debate,national_average_pmb,national_average_questions,attendance_national_average,state_average_debate,state_average_pmb,state_average_questions,attendance_state_average,mp_house
180131,Shobhanaben Mahendrasinh Baraiya,Elected,09-06-2024,In Office,First Term,Sabarkantha,Gujarat,Bharatiya Janata Party,Female,Upto Higher Secondary,12th Pass from Gujarat Secondary Education Board in 1994,52,10,0,128,0.97752809, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,7.590909091,,66.5,0.937180797,Lok Sabha
180132,Deepender Singh Hooda,Elected,09-06-2024,In Office,Fourth Term,Rohtak,Haryana,Indian National Congress,Male,Post Graduate and above,"MBA, Kelley School of Business, Indiana University, 2003, LLB, Delhi University, 2020",47,9,0,30,0.93258427, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,8.857142857,,56.28571429,0.926163724,Lok Sabha
180133,Dharambir Singh,Elected,09-06-2024,In Office,Third Term,Bhiwani-Mahendragarh,Haryana,Bharatiya Janata Party,Male,Graduate,"BA from Vaish College, Bhiwani, Kurukshetra University, Kurukshetra, 1977",70,13,0,121,0.966292135, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,8.857142857,,56.28571429,0.926163724,Lok Sabha
180135,Jai Parkash,Elected,09-06-2024,In Office,Fourth Term,Hisar,Haryana,Indian National Congress,Male,Upto Higher Secondary,"B.A. (Part-II) from Dayal Singh College, Karnal in year 1974",70,3,0,10,0.95505618, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,8.857142857,,56.28571429,0.926163724,Lok Sabha
180138,Naveen Jindal,Elected,09-06-2024,In Office,Third Term,Kurukshetra,Haryana,Bharatiya Janata Party,Male,Post Graduate and above,"MBA from The University of Texas at Dallas, USA in year 1992",55,17,0,62,0.752808989, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,8.857142857,,56.28571429,0.926163724,Lok Sabha
180139,Satpal Brahamchari,Elected,09-06-2024,In Office,First Term,Sonipat,Haryana,Indian National Congress,Male,Other,"Shastri, Sampurnanand Sanskrit Vishwavidyalaya, Varanasi, year 1986",61,8,0,113,0.966292135, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,8.857142857,,56.28571429,0.926163724,Lok Sabha
180140,Kumari Selja,Elected,09-06-2024,In Office,Fifth Term,Sirsa,Haryana,Indian National Congress,Female,Post Graduate and above,"M.Phil. (English) from Punjab University, Chandigarh in year 1987",62,4,0,25,0.91011236, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,8.857142857,,56.28571429,0.926163724,Lok Sabha
180141,Varun Chaudhry,Elected,09-06-2024,In Office,First Term,Ambala,Haryana,Indian National Congress,Male,Graduate,"L.L.B. from Campus Law Center, University of Delhi in year 2006",45,8,0,33,1, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,8.857142857,,56.28571429,0.926163724,Lok Sabha
180142,Anurag Singh Thakur,Elected,09-06-2024,In Office,Fifth Term,Hamirpur,Himachal Pradesh,Bharatiya Janata Party,Male,Upto Higher Secondary,"BA, Doaba College, Jalandhar, Guru Nanak Dev University, Amritsar, 1994; 10th and 12th, Dayanand Model Sr. Sec. School, Jalandhar, CBSE, New Delhi, 1989 and 1991",55,16,0,85,0.93258427, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,13.25,,94.5,0.890449438,Lok Sabha
180143,Kangna Ranaut,Elected,09-06-2024,In Office,First Term,Mandi,Himachal Pradesh,Bharatiya Janata Party,Female,Upto Higher Secondary,"10+2 (Senior School Certificate Examination), DAV Model School, Sector-15A, Chandigarh, 2003",39,10,0,103,0.820224719, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,13.25,,94.5,0.890449438,Lok Sabha
180144,Rajeev Bhardwaj,Elected,09-06-2024,In Office,First Term,Kangra,Himachal Pradesh,Bharatiya Janata Party,Male,Graduate,"Bachelor of Ayurvedic Medicines and Surgery (BAMS), Rajiv Gandhi Government Post Graduate Ayurvedic College, Paprola Tehsil Baijnath Distt Kangra, Himachal Pradesh, 1990",62,9,0,83,0.966292135, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,13.25,,94.5,0.890449438,Lok Sabha
180145,Suresh Kumar Kashyap,Elected,09-06-2024,In Office,Second Term,Shimla,Himachal Pradesh,Bharatiya Janata Party,Male,Post Graduate and above,"M.Phil in Public Administration, HP University, sHIMLA, 2008; B.Ed, Jammu University, 2005; MA Tourism Management, IGNOU, New Delhi, 2004; MA Public Administration, M.D.S University, Ajmer, 2000; MA English, Kurukshetra University, 1996; PG Diploma in Public Relation and Communication Management, Bharatiya Vidya Bhawan, 1995",54,18,0,107,0.842696629, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,13.25,,94.5,0.890449438,Lok Sabha
180146,Abdul Rashid Sheikh,Elected,09-06-2024,In Office,First Term,Baramulla,Jammu And Kashmir,Independent,Male,Graduate,"BSc. Medical, Diploma (Civil Engineering), KGP Gogji Bagh, Srinagar",58,6,0,5,0.08988764, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,10.66666667,,38,0.520599251,Lok Sabha
180147,Aga Syed Ruhullah Mehdi,Elected,09-06-2024,In Office,First Term,Srinagar,Jammu and Kashmir,Jammu and Kashmir National Conference,Male,Upto Higher Secondary,B.A. IInd Year,49,13,0,10,0.93258427, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,13,,10,0.93258427,Lok Sabha
180149,Jugal Kishore,Elected,09-06-2024,In Office,Third Term,Jammu,Jammu And Kashmir,Bharatiya Janata Party,Male,Upto Higher Secondary,"Matriculation Examination from JandK State Board of School Education, Jammu in year 1981",62,17,0,100,0.876404494, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,10.66666667,,38,0.520599251,Lok Sabha
180150,Mian Altaf Ahmad,Elected,09-06-2024,In Office,First Term,Anantnag-Rajouri,Jammu And Kashmir,Jammu and Kashmir National Conference,Male,Graduate,L.L.B. from Kashmir Universithy in year 1980,68,9,0,9,0.595505618, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,10.66666667,,38,0.520599251,Lok Sabha
180152,Bidyut Baran Mahato,Elected,09-06-2024,In Office,Third Term,Jamshedpur,Jharkhand,Bharatiya Janata Party,Male,Upto Higher Secondary,"Intermediate from Tata College, Chaibasa, Ranchi University, Ranchi in year 1983",62,27,0,178,1, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,15.58333333,0.25,78.08333333,0.862359551,Lok Sabha
180153,Chandra Prakash Choudhary,Elected,09-06-2024,In Office,Second Term,Giridih,Jharkhand,AJSU Party,Male,Graduate,"B.Com. from Ramgarh College, Ramgarh, Ranchi University in year 1988",58,14,0,77,0.865168539, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,15.58333333,0.25,78.08333333,0.862359551,Lok Sabha
180154,Dulu Mahato,Elected,09-06-2024,In Office,First Term,Dhanbad,Jharkhand,Bharatiya Janata Party,Male,Upto Higher Secondary,"Intermediate of Arts from DAV , 12th High School, Katrasgarh, Dhanbad, Bihar, 1994",50,19,0,103,0.842696629, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,15.58333333,0.25,78.08333333,0.862359551,Lok Sabha
180155,Joba Majhi,Elected,09-06-2024,In Office,First Term,Singhbhum,Jharkhand,Jharkhand Mukti Morcha,Female,Upto Higher Secondary,"10th Class from Ram Janki Girls High School, Jugaslai, Year 1982",61,4,0,23,0.752808989, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,15.58333333,0.25,78.08333333,0.862359551,Lok Sabha
180158,Manish Jaiswal,Elected,09-06-2024,In Office,First Term,Hazaribagh,Jharkhand,Bharatiya Janata Party,Male,Graduate,"Bachelor in Arts (History Hons) from St. Columba's College, Hazaribagh, Ranchi University (1990)",60,23,0,140,0.966292135, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,15.58333333,0.25,78.08333333,0.862359551,Lok Sabha
180159,Nalin Soren,Elected,09-06-2024,In Office,First Term,Dumka,Jharkhand,Jharkhand Mukti Morcha,Male,Upto Higher Secondary,"BSc Part-I, Sahibganj College, Bhagalpur University, 1969",77,1,0,44,0.426966292, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,15.58333333,0.25,78.08333333,0.862359551,Lok Sabha
180162,Sukhdeo Bhagat,Elected,09-06-2024,In Office,First Term,Lohardaga,Jharkhand,Indian National Congress,Male,Post Graduate and above,M.A. from University of Delhi,64,11,0,51,0.943820225, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,15.58333333,0.25,78.08333333,0.862359551,Lok Sabha
180163,Vijay Kumar Hansdak,Elected,09-06-2024,In Office,Third Term,Rajmahal,Jharkhand,Jharkhand Mukti Morcha,Male,Upto Higher Secondary,"Matric Examination, Saint Xavier's School, Sahibganj, ICSE, 2001",42,7,0,19,0.842696629, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,15.58333333,0.25,78.08333333,0.862359551,Lok Sabha
180164,Vishnu Dayal Ram,Elected,09-06-2024,In Office,Third Term,Palamau,Jharkhand,Bharatiya Janata Party,Male,Graduate,"Graduate, History, Patna College, Patna University, Patna Bihar Year 1971",74,25,0,129,0.97752809, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,15.58333333,0.25,78.08333333,0.862359551,Lok Sabha
180165,B Y Raghavendra,Elected,09-06-2024,In Office,Third Term,Shimoga,Karnataka,Bharatiya Janata Party,Male,Graduate,BBM from Kuvempu University in 1994,52,4,0,39,0.752808989, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,7.25,,46.79166667,0.810861423,Lok Sabha
180166,Basavaraj Bommai,Elected,09-06-2024,In Office,First Term,Haveri,Karnataka,Bharatiya Janata Party,Male,Graduate,"Bachelor of Engineering in Mechanical from BVB Engineering College, Hubli in 1977-1982",65,2,0,95,0.797752809, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,7.25,,46.79166667,0.810861423,Lok Sabha
180167,Brijesh Chowta,Elected,09-06-2024,In Office,First Term,Dakshina Kannada,Karnataka,Bharatiya Janata Party,Male,Graduate,"B.Sc. from St. Aloysius College, Mangalore University in year 2002",43,22,0,88,0.95505618, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,7.25,,46.79166667,0.810861423,Lok Sabha
180168,C N Manjunath,Elected,09-06-2024,In Office,First Term,Bangalore Rural,Karnataka,Bharatiya Janata Party,Male,Post Graduate and above,M.D. (Cardiology) from Kasturba Medical College of Mangalore in year 1988,68,9,0,10,0.93258427, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,7.25,,46.79166667,0.810861423,Lok Sabha
180169,E Tukaram,Elected,09-06-2024,In Office,First Term,Bellary,Karnataka,Indian National Congress,Male,Post Graduate and above,"M. Com, Gulbarga University in 1992",58,1,0,17,0.550561798, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,7.25,,46.79166667,0.810861423,Lok Sabha
180170,G Kumar Naik,Elected,09-06-2024,In Office,First Term,Raichur,Karnataka,Indian National Congress,Male,Graduate,"Bachelor of Engineering (Civil) from University of Vishveshvaraya College of Engineering, Bengaluru in 1985",61,6,0,46,0.898876404, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,7.25,,46.79166667,0.810861423,Lok Sabha
180171,Govind Makthappa Karjol,Elected,09-06-2024,In Office,First Term,Chitradurga,Karnataka,Bharatiya Janata Party,Male,Upto Higher Secondary,"SSLC, SS High School, Vijayapura, Year Passed: 1970-71",74,2,0,49,0.719101124, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,7.25,,46.79166667,0.810861423,Lok Sabha
180157,Kali Charan Singh,Elected,09-06-2024,In Office,First Term,Chatra,Jharkhand,Bharatiya Janata Party,Male,Graduate,B.Sc. from Ranchi University in year 1981,63,0,0,33,0.91011236, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,15.58333333,0.25,78.08333333,0.862359551,Lok Sabha
180173,Jagadish Shettar,Elected,09-06-2024,In Office,First Term,Belgaum,Karnataka,Bharatiya Janata Party,Male,Graduate,"LLB (Special) from Sakti Law Vidyalaya, Karnataka in 1980, B.Com from Karnataka University in 1977",69,1,0,25,0.853932584, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,7.25,,46.79166667,0.810861423,Lok Sabha
180174,K Sudhakar,Elected,09-06-2024,In Office,First Term,Chikkballapur,Karnataka,Bharatiya Janata Party,Male,Graduate,"M.B.B.S. from Siddhartha Medical College, Tumkur in year 2003",52,24,0,125,0.93258427, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,7.25,,46.79166667,0.810861423,Lok Sabha
180176,Kota Srinivasa Poojary,Elected,09-06-2024,In Office,First Term,Udupi Chikmagalur,Karnataka,Bharatiya Janata Party,Male,Upto Higher Secondary,"7th Standard from Shambhavi School, Giliyaru",65,10,0,121,0.831460674, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,7.25,,46.79166667,0.810861423,Lok Sabha
180177,M Mallesh Babu,Elected,09-06-2024,In Office,First Term,Kolar,Karnataka,Janata Dal (Secular),Male,Post Graduate and above,"M.B.A. from Central College, Bangalore, Bangalore University in year 1997",51,9,0,11,0.91011236, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,7.25,,46.79166667,0.810861423,Lok Sabha
180178,P C Mohan,Elected,09-06-2024,In Office,Fourth Term,Bangalore Central,Karnataka,Bharatiya Janata Party,Male,Upto Higher Secondary,"Second year Pre-University Course from Vijaya College, Jayanagar, Bengaluru in year 1981",62,3,0,109,0.966292135, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,7.25,,46.79166667,0.810861423,Lok Sabha
180238,Shankar Lalwani,Elected,09-06-2024,In Office,Second Term,Indore,Madhya Pradesh,Bharatiya Janata Party,Male,Graduate,"B.Tech, University of Bombay, 1984",63,14,0,92,1, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,10.66666667,,66.41666667,0.916198502,Lok Sabha
180179,Gaddigoudar Parvatagouda Chandanagouda,Elected,09-06-2024,In Office,Fifth Term,Bagalkot,Karnataka,Bharatiya Janata Party,Male,Graduate,"LLB from Raja Lakhamagouda Law College, Belgaum in 1975, B.A. from Basaveshwara Kala University Bagalkot in 1972",74,1,0,16,0.876404494, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,7.25,,46.79166667,0.810861423,Lok Sabha
180180,Prabha Mallikarjun,Elected,09-06-2024,In Office,First Term,Davangere,Karnataka,Indian National Congress,Female,Graduate,BDS from Kuvempu University in 1998,49,19,0,48,0.887640449, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,7.25,,46.79166667,0.810861423,Lok Sabha
